"424";"11222";"0000-00-00";"00:00:00";"Weekend";"3";"Jams";"null";"null";"Cherry St";"40.72475";"-73.934619";"40.725165";"-73.934619";"-1"
"425";"11222";"0000-00-00";"00:00:00";"Weekend";"3";"Jams";"Cherry St";"null";"Varick Ave";"40.724058";"-73.934302";"40.72475";"-73.934302";"-1"
"426";"11222";"0000-00-00";"00:00:00";"Weekend";"3";"Jams";"Gardner Ave";"null";"Cherry St";"40.725165";"-73.933045";"40.725562";"-73.933045";"-1"
"427";"11222";"0000-00-00";"00:00:00";"Weekend";"3";"Jams";"Scott Ave";"null";"Cherry St";"40.725562";"-73.931473";"40.726001";"-73.931473";"-1"
"428";"10271";"0000-00-00";"00:00:00";"Weekend";"2";"Jams";"John St";"null";"Dutch St";"40.709872";"-74.007054";"40.709089";"-74.007054";"-1"
"429";"10003";"0000-00-00";"00:00:00";"Weekend";"0";"Jams";"7th Ave";"null";"W 15th St";"40.736687";"-73.99314";"40.739242";"-73.99314";"65"
"430";"10009";"0000-00-00";"00:00:00";"Weekend";"0";"Jams";"1st Ave";"null";"E 7th St";"40.724077";"-73.978876";"40.726053";"-73.978876";"86"
"431";"10003";"0000-00-00";"00:00:00";"Weekend";"0";"Jams";"Grand St";"null";"Mercer St";"40.725849";"-73.997566";"40.721234";"-73.997566";"104"
"432";"10286";"0000-00-00";"00:00:00";"Weekend";"0";"Jams";"W Houston St";"null";"W Broadway";"40.720628";"-74.005208";"40.725764";"-74.005208";"121"
"433";"10016";"0000-00-00";"00:00:00";"Weekend";"0";"Jams";"3rd Ave";"null";"E 23rd St";"40.736709";"-73.978138";"40.738831";"-73.978138";"90"
"434";"10003";"0000-00-00";"00:00:00";"Weekend";"0";"Jams";"5th Ave";"null";"W 16th St";"40.738686";"-73.995874";"40.73733";"-73.995874";"61"
"435";"10003";"0000-00-00";"00:00:00";"Weekend";"0";"Jams";"10th Ave";"null";"W 14th St";"40.737361";"-73.99684";"40.741637";"-73.99684";"165"
"436";"10041";"0000-00-00";"00:00:00";"Weekend";"2";"Jams";"South St";"null";"Fletcher St";"40.705997";"-74.005203";"40.705414";"-74.005203";"-1"
"437";"10282";"0000-00-00";"00:00:00";"Weekend";"0";"Jams";"to I-78 / Holland Tunnel / New Jersey";"null";"Canal St";"40.725161";"-74.011027";"40.724058";"-74.011027";"132"
"438";"10010";"0000-00-00";"00:00:00";"Weekend";"0";"Jams";"Broadway";"null";"E 18th St";"40.738504";"-73.991798";"40.737795";"-73.991798";"66"
"439";"10013";"0000-00-00";"00:00:00";"Weekend";"0";"Jams";"Greene St";"null";"Prince St";"40.723686";"-73.996476";"40.724993";"-73.996476";"203"
"440";"10013";"0000-00-00";"00:00:00";"Weekend";"0";"Jams";"Bowery";"null";"Spring St";"40.724531";"-74.001951";"40.720937";"-74.001951";"337"
"441";"10003";"0000-00-00";"00:00:00";"Weekend";"0";"Jams";"Ave C";"null";"E 4th St";"40.724269";"-73.984837";"40.722283";"-73.984837";"87"
"442";"7310";"0000-00-00";"00:00:00";"Weekend";"2";"Jams";"Madison St";"null";"Newark Ave";"40.73682";"-74.038545";"40.736782";"-74.038545";"-1"
"443";"7087";"0000-00-00";"00:00:00";"Weekend";"2";"Jams";"Lincoln Tunnel";"null";"Lincoln Tunnel";"40.764665";"-74.023693";"40.76347";"-74.023693";"174"
"444";"10011";"0000-00-00";"00:00:00";"Weekend";"0";"Jams";"West St";"null";"10th Ave";"40.740703";"-74.008963";"40.738802";"-74.008963";"107"
"445";"7310";"0000-00-00";"00:00:00";"Weekend";"2";"Jams";"Grove St";"null";"Grove St";"40.734477";"-74.040672";"40.735314";"-74.040672";"-1"
"446";"7310";"0000-00-00";"00:00:00";"Weekend";"2";"Jams";"Jackson St";"null";"Observer Hwy";"40.737257";"-74.040726";"40.737424";"-74.040726";"-1"
"447";"7310";"0000-00-00";"00:00:00";"Weekend";"2";"Jams";"Jackson St";"null";"Newark Ave";"40.736561";"-74.040937";"40.736398";"-74.040937";"-1"
"448";"10007";"0000-00-00";"00:00:00";"Weekend";"1";"Jams";"Broadway";"null";"Chambers St";"40.716303";"-74.010968";"40.714166";"-74.010968";"116"
"449";"10120";"0000-00-00";"00:00:00";"Weekend";"1";"Jams";"Lincoln Tunnel Expwy";"null";"W 31st St";"40.746535";"-73.985948";"40.752218";"-73.985948";"444"
"450";"7310";"0000-00-00";"00:00:00";"Weekend";"2";"Jams";"Newark Ave";"null";"Harrison St";"40.737605";"-74.042528";"40.73625";"-74.042528";"-1"
"451";"7310";"0000-00-00";"00:00:00";"Weekend";"2";"Jams";"Newark Ave";"null";"Jersey Ave";"40.734952";"-74.043969";"40.736136";"-74.043969";"-1"
"452";"10123";"0000-00-00";"00:00:00";"Weekend";"1";"Jams";"W 42nd St";"null";"8th Ave";"40.747823";"-73.996648";"40.75533";"-73.996648";"337"
"453";"10199";"0000-00-00";"00:00:00";"Weekend";"0";"Jams";"6th Ave";"null";"W 18th St";"40.742254";"-74.000703";"40.73986";"-74.000703";"79"
"454";"10098";"0000-00-00";"00:00:00";"Weekend";"0";"Jams";"7th Ave";"null";"W 21st St";"40.740264";"-73.99052";"40.742811";"-73.99052";"161"
"455";"10010";"0000-00-00";"00:00:00";"Weekend";"0";"Jams";"5th Ave";"null";"E 27th St";"40.740396";"-73.979082";"40.744066";"-73.979082";"94"
"456";"10278";"0000-00-00";"00:00:00";"Weekend";"0";"Jams";"Spring St";"null";"Cleveland Pl";"40.720799";"-73.997664";"40.72228";"-73.997664";"76"
"457";"10110";"0000-00-00";"00:00:00";"Weekend";"1";"Jams";"10th Ave";"null";"W 37th St";"40.750344";"-73.983177";"40.756486";"-73.983177";"551"
"458";"11222";"0000-00-00";"00:00:00";"Weekend";"2";"Jams";"Meeker Ave";"null";"Morgan Ave";"40.723356";"-73.93932";"40.723078";"-73.93932";"-1"
"459";"11222";"0000-00-00";"00:00:00";"Weekend";"2";"Jams";"Exit 34: Meeker Ave - Morgan Avenue";"null";"Apollo St";"40.723875";"-73.937665";"40.724274";"-73.937665";"-1"
"460";"11222";"0000-00-00";"00:00:00";"Weekend";"2";"Jams";"Meeker Ave S";"null";"Cherry St";"40.723875";"-73.937665";"40.724185";"-73.937665";"-1"
"461";"11222";"0000-00-00";"00:00:00";"Weekend";"2";"Jams";"Porter Ave";"null";"Anthony St";"40.723276";"-73.937409";"40.723668";"-73.937409";"-1"
"462";"11222";"0000-00-00";"00:00:00";"Weekend";"2";"Jams";"Cherry St";"null";"Meeker Ave S";"40.724185";"-73.936867";"40.724345";"-73.936867";"-1"
"463";"11222";"0000-00-00";"00:00:00";"Weekend";"2";"Jams";"Anthony St";"null";"Porter Ave";"40.724345";"-73.936188";"40.723669";"-73.936188";"-1"
"464";"10279";"0000-00-00";"00:00:00";"Weekend";"0";"Jams";"Grand St";"null";"Greene St";"40.720377";"-74.003259";"40.721605";"-74.003259";"250"
"465";"11222";"0000-00-00";"00:00:00";"Weekend";"2";"Jams";"Anthony St";"null";"Varick Ave";"40.72475";"-73.934619";"40.724058";"-73.934619";"-1"
"466";"10278";"0000-00-00";"00:00:00";"Weekend";"0";"Jams";"Lafayette St";"null";"Kenmare St";"40.720626";"-73.994968";"40.721576";"-73.994968";"134"
"467";"10095";"0000-00-00";"00:00:00";"Weekend";"0";"Jams";"E 23rd St";"null";"W 23rd St";"40.7429";"-73.992804";"40.741546";"-73.992804";"78"
"468";"10095";"0000-00-00";"00:00:00";"Weekend";"0";"Jams";"5th Ave";"null";"W 24th St";"40.744763";"-73.995161";"40.741913";"-73.995161";"79"
"469";"10007";"0000-00-00";"00:00:00";"Weekend";"0";"Jams";"Bowery";"null";"Grand St";"40.720835";"-74.000673";"40.718432";"-74.000673";"209"
